"ID","Distance.band","Urban.rural","Market","ISP","Headline.speed","Technology","Download.speed..Mbit.s..24.hour","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","ISP.weights","Nat.weights"
"100","1682","1635-1992","Urban",3,"Sky","20","ADSL2+",5.016,5.668,5.02,0.996,1.185,0.992,25.907,0,24.237,0,0.804,0.546,0.806,0.559,28.492,"0.350%",26.951,"0.230%",1521.705,1524.432,1.44,1.55
"101","1684","1992-2563","Urban",1,"Tiscali","20","DSL",2.872,3.352,2.933,0.705,0.791,0.698,40.608,0.008,40.27,0.002,0.591,0.531,0.736,0.627,38.028,"1.530%",38.84,"1.620%",3235.829,2828.785,NA,NA
"102","1688","582-763","Urban",3,"Sky","20","ADSL2+",17.929,18.636,17.762,1.116,1.304,1.106,49.57,0.001,51.62,0,0.568,0.384,0.935,0.56,12.881,"0.190%",13.25,"0.160%",1204.321,1005.735,0.62,NA
"103","1706","763-946","Urban",3,"TalkTalk","20","ADSL2+",5.947,6.177,5.967,0.742,0.852,0.745,24.708,0.002,24.182,0,1.372,0.672,1.126,0.644,28.691,"0.050%",28.773,"0.030%",1468.045,1466.144,1.36,0.84
"104","1709","582-763","Urban",1,"BT","8","DSL",6.709,6.931,6.519,0.399,0.451,0.394,22.247,0,22.436,0,0.832,0.455,1.046,0.786,21.109,"0.010%",22.046,"0.030%",661.111,684.22,NA,0.13
"105","1710","2563-5000","Urban",3,"BT","20","DSL",1.658,2.06,1.665,0.828,0.897,0.831,25.439,0,25.782,0,0.576,0.991,0.572,0.992,24.406,"0.020%",25.723,"0.000%",2155.962,2156.971,1.54,1.46
"106","1715","0-385","Rural",1,"BT","8","DSL",6.436,6.949,6.178,0.432,0.575,0.433,25.117,0.001,25.85,0.005,0.699,0.342,0.819,0.658,24.515,"0.090%",24.938,"0.160%",710.999,856.521,NA,0.1
"107","1718","0-385","Urban",3,"BT","20","DSL",15.596,16.27,15.519,1.091,1.222,1.095,21.563,0,21.679,0,0.565,0.389,0.57,0.385,21.155,"0.080%",20.871,"0.020%",386.738,393.049,0.91,0.45
"108","1720","5000+","Rural",1,"BT","8","DSL",0.661,1.212,0.693,0.441,0.65,0.444,52.093,0.008,52.453,0.02,0.708,1.056,0.697,0.991,49.189,"0.140%",50.195,"0.520%",6553.937,6629.028,NA,0.74
"109","1729","1367-1635","Urban",3,"BT","8","DSL",5.59,6.658,5.514,0.441,0.627,0.443,35.07,0.001,34.601,0.013,0.805,0.462,0.71,0.451,33.725,"0.130%",33.345,"0.540%",889.043,894.099,1.89,0.6
"110","1734","1992-2563","Rural",1,"TalkTalk","20","ADSL2+",6.708,7.007,6.702,0.892,1.008,0.884,37.265,0.001,38.18,0.005,0.809,0.463,0.862,0.546,28.602,"0.080%",29.106,"0.160%",743.009,777.409,NA,0.54
"111","1736","0-385","Urban",2,"Orange","20","DSL",16.255,17.032,16.446,1.203,1.358,1.181,24.939,0.002,25.106,0,0.6,0.488,0.566,0.454,18.582,"0.070%",18.683,"0.050%",1571.656,1559.87,0.58,0.21
"112","1738","0-385","Urban",1,"TalkTalk","20","ADSL2+",15.954,17.68,15.879,0.725,0.844,0.718,28.383,0,28.538,0,0.597,0.418,0.667,0.541,19.308,"0.020%",19.528,"0.000%",2654.577,2722.462,NA,NA
"113","1742","1992-2563","Rural",1,"BT","8","DSL",5.246,5.877,5.194,0.359,0.474,0.354,34.396,0.001,35.005,0,1.21,0.464,1.317,0.534,32.576,"0.150%",33.369,"0.020%",1036.888,953.909,NA,0.33
"114","1743","763-946","Urban",3,"BT","20","DSL",14.724,15.104,14.664,0.76,0.816,0.762,24.187,0,24.301,0,0.589,0.432,0.59,0.484,22.617,"0.090%",22.748,"0.040%",422.963,413.964,1.1,0.77
"115","1746","1143-1367","Urban",3,"Sky","8","ADSL2+",4.096,4.972,3.887,1.025,1.102,1.023,25.045,0.001,24.281,0,0.541,0.542,0.536,0.669,26.597,"0.330%",27.012,"0.110%",1594.346,1436.039,NA,NA
"116","1751","2563-5000","Urban",3,"Virgin","60","Cable",59.782,62.674,58.679,2.901,3.473,2.898,12.476,0.001,11.627,0,1.963,0.261,1.842,0.32,13.48,"0.160%",12.908,"0.130%",241.425,262.892,1,NA
"117","1752","1367-1635","Rural",2,"TalkTalk","20","ADSL2+",6.23,6.925,6.284,0.731,0.827,0.73,40.074,0.002,40.034,0,0.959,0.566,1.624,0.467,36.894,"0.490%",37.064,"0.600%",1362.762,1461.321,1.19,0.33
"118","1765","1143-1367","Urban",3,"Virgin","8","DSL",1.914,2.048,1.917,0.793,0.872,0.798,40.916,0,53.204,0,0.711,0.897,0.671,3.597,40.319,"0.040%",51.197,"0.210%",2072.636,2246.16,NA,0.07
"119","1771","946-1143","Urban",3,"BT","20","DSL",9.459,9.664,9.425,1.166,1.275,1.174,10.109,0,10.202,0,0.423,0.364,0.422,0.394,8.792,"0.130%",8.849,"0.020%",414.394,423.411,0.73,0.77
"120","1783","1635-1992","Urban",3,"Tiscali","20","DSL",4.165,4.342,4.196,0.711,0.85,0.703,38.283,0.002,38.011,0,1.337,0.743,1.451,0.812,35.421,"0.110%",35.49,"0.020%",1637.656,1872.825,1.19,0.44
"121","1804","763-946","Urban",1,"Plusnet","20","DSL",6.704,6.739,6.711,0.718,0.774,0.719,19.315,0.001,19.433,0,0.609,0.353,0.589,0.443,18.139,"0.010%",18.378,"0.010%",616.005,620.658,NA,NA
"122","1805","946-1143","Urban",3,"Orange","20","DSL",12.795,13.438,12.779,0.878,0.934,0.867,27.8,0,27.176,0,0.564,0.392,0.552,0.39,22.784,"0.070%",22.975,"0.150%",465.261,456.882,1.3,NA
"123","1812","385-582","Urban",3,"BT","20","DSL",13.077,13.466,12.667,0.932,1.017,0.914,18.921,0,19.189,0,0.708,0.599,0.753,0.804,17.553,"0.090%",18.961,"0.100%",444.891,487.898,0.91,0.45
"124","1817","1367-1635","Urban",3,"Plusnet","20","DSL",5.72,7.015,5.768,0.41,0.55,0.402,18.818,0,19.046,0,0.794,0.533,0.807,0.697,17.487,"0.070%",17.853,"0.110%",815.335,842.909,1.19,0.28
"125","1821","2563-5000","Rural",1,"BT","8","DSL",2.93,3.873,2.938,0.427,0.567,0.44,38.2,0,38.183,0,1.113,0.977,1.154,1.132,37.534,"0.090%",38.912,"0.010%",1469.197,1497.974,NA,0.33
"126","1824","1143-1367","Urban",3,"BT","20","DSL",8.926,10.277,8.931,0.906,1.02,0.911,27.036,0.001,26.965,0.007,0.906,0.505,1.327,0.695,26.105,"0.150%",26.127,"0.100%",605.546,733.46,0.73,0.77
"127","1836","1143-1367","Urban",3,"Sky","20","ADSL2+",7.973,8.704,7.817,0.928,1.014,0.917,17.696,0.001,16.861,0,0.539,0.43,0.647,0.455,14.989,"0.200%",14.841,"0.030%",1371.023,1110.319,0.86,1.01
"128","1838","2563-5000","Rural",3,"AOL","8","ADSL2+",1.554,1.882,1.517,0.402,0.486,0.402,35.947,0.035,37.585,NA,0.981,0.651,0.927,1.081,29.195,"0.330%",29.688,"0.220%",3846.219,3906.195,NA,0.16
"129","1842","2563-5000","Urban",3,"Virgin","30","Cable",30.909,33.345,31.133,1.938,2.096,1.921,11.845,0.013,12.862,0.022,2.827,0.14,4,0.201,10.068,"0.990%",11.124,"2.360%",392.369,427.31,1,0.59
"130","1845","2563-5000","Urban",2,"TalkTalk","20","ADSL2+",1.656,2.077,1.627,0.685,0.839,0.671,35.973,0,36.103,0,1.241,0.837,1.36,0.963,32.731,"0.280%",32.476,"0.160%",3524.198,3317.237,0.95,0.71
"131","1850","582-763","Urban",3,"TalkTalk","20","ADSL2+",12.191,13.035,12.305,0.754,0.825,0.764,22.601,0.001,22.607,0,0.707,0.87,0.805,0.574,28.596,"0.020%",28.082,"0.140%",517.152,494,1.36,0.49
"132","1851","1635-1992","Urban",3,"TalkTalk","20","ADSL2+",2.881,4.198,2.378,0.505,0.658,0.511,37.636,0.014,37.323,0.049,0.784,0.482,0.808,0.721,42.251,"1.680%",43.115,"3.780%",2583.588,3807.978,1.19,1.47
"133","1858","0-385","Urban",3,"O2","20","ADSL2+",15.38,16.83,14.945,1.143,1.342,1.109,17.629,0.001,17.48,0.005,1.452,0.602,1.017,1.245,15.385,"0.070%",16.883,"0.190%",1590.998,1228.261,0.69,NA
"134","1875","1992-2563","Urban",3,"Virgin","60","Cable",62.152,62.675,62.06,3.043,3.156,3.036,18.075,0,17.664,0,1.651,0.197,1.682,0.288,18.859,"0.090%",19.517,"0.000%",319.843,338.242,1,0.38
"135","1879","385-582","Urban",3,"Sky","20","ADSL2+",15.792,16.154,15.917,1.03,1.103,1.033,17.547,0,17.118,0,0.552,0.341,0.482,0.355,18.495,"0.120%",18.55,"0.010%",1211.305,1220.304,0.62,NA
"136","1880","1143-1367","Rural",2,"TalkTalk","20","ADSL2+",17.723,18.313,17.708,0.89,1.001,0.882,23.652,0,23.4,0,0.887,0.402,0.923,0.43,13.483,"0.040%",13.621,"0.020%",405.807,408.77,1.9,0.29
"137","1881","1635-1992","Urban",3,"Plusnet","20","DSL",4.909,5.438,4.927,0.439,0.48,0.431,35.866,0.003,35.917,0.006,0.968,0.499,0.936,0.617,34.702,"0.130%",34.914,"0.060%",911.69,900.742,1.19,0.44
"138","1886","1635-1992","Rural",1,"Tiscali","20","DSL",7.004,7.247,6.896,0.633,0.857,0.617,31.858,0,31.559,0.002,0.882,0.544,0.946,0.573,25.21,"0.190%",25.403,"1.180%",677.304,798.424,NA,NA
"139","1896","2563-5000","Urban",3,"Virgin","30","Cable",27.186,33.215,23.069,2.018,2.123,2.014,17.841,0,23.321,0,5.158,0.407,9.624,1.009,17.626,"0.060%",22.657,"0.000%",276.007,359.099,1,0.59
"140","1899","1992-2563","Urban",2,"TalkTalk","20","ADSL2+",3.935,4.45,3.868,0.661,0.736,0.663,28.657,0.002,28.577,0.002,0.55,0.465,0.611,0.558,32.774,"0.590%",33.097,"1.180%",1683.727,1689.685,0.95,0.71
"141","1902","946-1143","Urban",2,"BT","20","DSL",12.102,13.012,11.913,0.766,0.86,0.77,31.409,0.002,31.674,0.016,0.762,0.487,0.929,0.734,31.116,"0.410%",31.275,"1.360%",538.726,527.914,0.73,0.34
"142","1908","0-385","Urban",2,"BT","20","DSL",14.14,15.262,14.088,0.761,0.822,0.759,30.708,0,30.743,0,0.593,0.385,0.594,0.399,30.051,"0.000%",30.063,"0.010%",500.832,499.826,0.91,0.2
"143","1914","385-582","Urban",3,"Sky","20","ADSL2+",15.8,17.631,15.627,0.739,1.095,0.771,32.655,0.001,33.402,0,1.22,0.341,NA,NA,33.788,"0.840%",34.338,"0.940%",569.621,546.056,0.62,0.52
"144","1916","1635-1992","Urban",2,"Virgin","20","Cable",17.59,20.433,17.76,1.145,1.282,1.135,31.387,0,31.936,0,9.558,0.283,9.636,0.495,13.432,"0.030%",16.535,"0.020%",474.739,579.085,1,0.66
"145","1917","2563-5000","Rural",1,"BT","20","DSL",2.346,3.009,2.334,0.732,0.824,0.733,33.43,0.001,33.695,0,0.614,0.634,0.62,0.699,31.98,"0.110%",31.963,"0.150%",1586.917,1579.467,NA,1.09
"146","1926","2563-5000","Urban",2,"TalkTalk","20","ADSL2+",1.052,1.598,0.908,0.583,0.803,0.575,NA,NA,NA,NA,1.428,1.071,1.425,1.098,28.36,"0.190%",29.102,"0.000%",NA,NA,0.95,1.6
"147","1927","582-763","Urban",3,"TalkTalk","20","ADSL2+",7.142,7.181,7.146,0.908,1.028,0.908,35.765,0,35.6,0,1.52,0.641,1.547,0.786,40.448,"0.100%",40.81,"0.000%",1122.13,1147.627,1.36,NA
"148","1932","2563-5000","Rural",1,"Plusnet","8","DSL",2.146,2.85,2.166,0.4,0.457,0.398,42.342,0.003,42.468,0.005,0.829,0.639,0.837,0.818,40.82,"0.150%",41.356,"0.060%",3182.632,3190.933,NA,NA
"149","1934","763-946","Urban",2,"Orange","20","DSL",11.455,12.269,11.48,1.139,1.394,1.14,31.884,0.004,31.092,0.004,1.255,0.559,1.1,1.267,27.321,"1.070%",27.091,"0.730%",592.032,637.915,0.74,0.36
"150","1945","2563-5000","Rural",1,"BT","8","DSL",4.445,4.542,4.443,0.403,0.474,0.404,28.062,0,28.045,0,0.697,0.372,0.724,0.404,26.457,"0.010%",26.406,"0.010%",925.9,991.77,NA,0.74
"151","1952","946-1143","Urban",3,"BT","20","DSL",15.373,16.132,15.363,1.18,1.275,1.181,19.846,0.001,19.626,0,0.39,0.387,0.395,0.414,19.693,"0.030%",19.662,"0.010%",385.369,391.759,0.73,0.77
"152","1957","385-582","Urban",3,"BT","20","DSL",8.763,11.093,8.705,0.761,0.821,0.756,32.14,0.001,32.279,0,0.617,0.544,0.605,0.54,32.361,"0.080%",32.642,"0.030%",653.351,662.588,0.91,0.45
"153","1964","582-763","Urban",3,"Plusnet","8","DSL",3.26,6.104,3.213,0.4,0.458,0.4,49.7,0.002,49.316,0,0.815,0.611,0.828,0.735,48.238,"0.100%",48.248,"0.040%",1562.876,1558.117,0.92,NA
"154","1967","2563-5000","Urban",3,"Orange","8","DSL",2.284,2.552,2.245,0.535,0.751,0.553,43.311,0.004,44.003,0.04,1.061,0.63,1.049,0.821,36.399,"0.150%",36.761,"1.650%",1670.255,1749.106,NA,0.25
"155","1970","2563-5000","Urban",1,"BT","8","DSL",2.393,2.452,2.362,0.402,0.477,0.389,61.778,0,63.453,0,2.106,1.382,2.65,2.146,57.663,"0.160%",61.195,"0.000%",1706.515,1710.032,NA,0.97
"156","1976","763-946","Rural",2,"Orange","20","DSL",16.016,16.87,15.934,1.286,1.479,1.304,18.818,0.001,19.001,0.006,0.567,0.43,0.564,0.51,13.936,"0.060%",14.215,"0.110%",371.374,338.582,0.74,0.28
"157","1979","0-385","Urban",2,"Plusnet","20","DSL",15.892,15.923,15.882,0.878,0.965,0.881,15.155,0.001,15.443,0.002,0.587,0.41,0.605,0.504,13.4,"0.010%",13.569,"0.010%",336.409,337.924,0.66,NA
"158","1987","1367-1635","Urban",3,"Virgin","60","Cable",53.333,62.665,45.283,2.616,3.096,2.719,21.557,0.001,19.641,0,7.92,0.546,4.152,1.152,16.357,"1.000%",11.768,"0.770%",287.248,236.8,1,NA
"159","1990","946-1143","Urban",3,"BT","20","DSL",12.532,13.901,12.531,0.973,1.071,0.988,38.254,0,38.54,0,0.869,0.405,0.887,0.419,38.172,"0.060%",39.112,"0.040%",662.117,676.396,0.73,0.77
"160","1991","0-385","Urban",2,"TalkTalk","20","ADSL2+",6.587,6.888,6.56,0.691,0.771,0.693,NA,NA,NA,NA,0.617,0.454,0.649,0.5,37.683,"0.060%",37.419,"0.000%",NA,NA,0.54,0.22
"161","1995","763-946","Urban",3,"BT","20","DSL",8.396,8.549,8.398,0.859,0.928,0.86,8.362,0,8.469,0,0.455,0.409,0.443,0.439,6.843,"0.080%",6.871,"0.080%",461.603,452.695,1.1,0.77
"162","1997","2563-5000","Urban",3,"Sky","20","ADSL2+",5.4,6.158,5.452,0.964,1.031,0.955,29.191,0.001,30.228,0.005,0.546,0.804,0.526,2.046,31.081,"0.370%",32.542,"0.640%",1526.177,1784.42,1.92,1.68
"163","2002","385-582","Urban",3,"Sky","20","ADSL2+",13.724,14.411,13.625,1.011,1.09,1.003,17.535,0.001,17.051,0.002,0.534,0.438,0.532,0.437,16.273,"0.360%",16.003,"0.370%",1471.718,1367.625,0.62,NA
"164","2005","1992-2563","Rural",1,"Plusnet","8","DSL",5.779,6.827,5.545,0.396,0.458,0.396,45.865,0.003,46.531,0,1.238,0.633,0.873,0.941,44.548,"0.220%",44.878,"0.120%",1280.638,1302.546,NA,NA
"165","2008","1143-1367","Urban",1,"Zen","20","DSL",12.445,12.856,12.432,0.941,1.012,0.943,18.405,0.001,17.781,0,0.581,0.434,0.53,0.411,8.779,"0.370%",8.852,"0.430%",336.863,348.426,NA,0.42
"166","2010","946-1143","Urban",3,"AOL","8","ADSL2+",6.669,7.093,6.712,0.806,0.869,0.801,35.017,0.001,34.892,0.005,0.673,0.647,NA,NA,32.455,"3.360%",NA,"",1322.472,2036.47,NA,NA
"167","2012","946-1143","Urban",3,"Orange","20","DSL",8.749,12.106,8.894,1.023,1.108,1.024,14.928,0,13.868,0,0.538,0.514,0.508,0.699,9.46,"0.040%",9.509,"0.030%",477.668,547.302,1.3,NA
"168","2016","385-582","Urban",3,"AOL","20","ADSL2+",8.256,8.618,8.285,0.776,0.842,0.779,31.994,0.002,31.907,0.003,1.007,0.541,0.917,0.646,29.461,"0.120%",29.284,"0.060%",971.496,772.363,NA,0.63
"169","2027","385-582","Urban",3,"Tiscali","20","DSL",10.75,10.989,10.733,1.062,1.184,1.082,21.543,0,21.233,0,0.862,0.546,0.889,0.618,18.448,"0.440%",18.727,"0.000%",429.771,441.145,0.66,0.14
"170","2043","0-385","Urban",3,"BT","20","DSL",18.422,19.368,17.533,1.101,1.248,1.076,13.882,0.001,14.108,0.007,0.445,0.425,0.466,0.662,13.206,"0.060%",13.505,"0.110%",310.2,327.335,0.91,0.45
"171","2050","1635-1992","Urban",3,"Virgin","60","Cable",62.064,63.069,61.372,3.289,3.495,3.285,12.911,0.001,13.059,0.009,2.688,0.139,2.727,0.285,12.661,"0.150%",13.035,"0.020%",301.954,259.109,1,0.38
"172","2056","1635-1992","Urban",3,"BT","20","DSL",6.512,8.444,6.146,1.036,1.246,0.987,21.887,0,28.946,0,2.556,1.057,7.539,1.119,21.569,"0.100%",27.616,"0.060%",699.789,791.05,1.03,0.88
"173","2057","946-1143","Urban",3,"Plusnet","20","DSL",12.867,13.055,12.792,0.396,0.446,0.398,15.723,0,15.041,0,6.221,0.412,8.594,0.571,14.199,"0.060%",14.844,"0.000%",984.796,1373.593,1.27,NA
"174","2062","1992-2563","Urban",3,"Virgin","20","Cable",20.524,20.728,20.553,1.176,1.259,1.177,12.855,0,12.532,0,1.568,0.517,1.833,0.748,12.882,"0.020%",13.328,"0.000%",317.557,311.229,1,1.48
"175","2063","1635-1992","Urban",3,"TalkTalk","20","ADSL2+",5.73,6.559,5.758,0.927,1.012,0.916,38.094,0,38.559,0,0.453,0.464,0.464,0.485,28.659,"0.060%",29.077,"0.010%",1235.649,1225.611,1.19,0.96
"176","2069","0-385","Urban",3,"BT","20","DSL",17.333,18.985,16.929,0.981,1.049,0.978,14.729,0.001,15.053,0.002,0.516,0.437,0.509,0.473,15.499,"0.060%",15.432,"0.080%",311.333,340.544,0.91,0.45
"177","2070","763-946","Urban",3,"Virgin","50","Cable",35.925,66.826,30.96,4.019,5.662,3.941,15.062,0,15.033,0,1.723,0.432,1.94,0.662,16.876,"0.040%",17.608,"0.020%",351.202,383.645,1,NA
"178","2072","5000+","Rural",1,"BT","8","DSL",0.7,0.968,0.722,0.449,0.758,0.452,58.495,0.012,61.675,0.004,0.768,0.779,0.918,1.105,56.732,"0.920%",57.357,"0.780%",5001.019,5369.37,NA,0.74
"179","2074","1143-1367","Urban",3,"BT","20","DSL",12.193,12.361,12.093,0.95,1.005,0.952,19.699,0,19.776,0,0.553,0.402,0.563,0.483,18.637,"0.010%",18.765,"0.030%",420.736,436.051,0.73,0.77
"180","2080","1367-1635","Rural",1,"Orange","8","DSL",5.672,6.349,5.063,0.345,0.47,0.336,35.123,0.001,35.654,0.003,1.379,1.112,1.79,1.85,30.051,"0.110%",31.039,"0.140%",813.49,976.759,NA,NA
"181","2086","2563-5000","Rural",3,"Sky","8","ADSL2+",5.24,5.322,NA,0.696,0.783,NA,29.742,0,27.583,0,0.801,0.514,NA,NA,32.246,"0.220%",NA,"",1367.503,NA,NA,NA
"182","2087","1367-1635","Rural",1,"BT","20","DSL",14.873,16.804,14.583,1.058,1.146,1.044,38.082,0.001,38.288,0.003,0.839,0.41,0.856,0.459,37.67,"0.080%",37.812,"0.160%",576.169,594.87,NA,0.29
"183","2090","946-1143","Urban",3,"TalkTalk","20","ADSL2+",11.653,11.724,11.699,0.926,1.478,0.903,NA,NA,NA,NA,5.626,0.424,8.214,0.45,25.721,"0.070%",29.374,"0.000%",NA,NA,1.9,0.84
"184","2096","385-582","Urban",1,"BT","20","DSL",16.292,17.565,16.264,1.191,1.291,1.193,21.003,0,20.879,0,0.413,0.395,0.486,0.442,20.84,"0.040%",21.054,"0.010%",394.595,405.962,NA,NA
"185","2099","2563-5000","Urban",2,"Orange","8","DSL",1.585,1.716,1.578,0.63,0.725,0.627,24.619,0.002,25.476,0,0.739,0.878,0.749,1.125,18.366,"0.080%",19.21,"0.950%",2208.807,2349.223,NA,0.11
"186","2119","2563-5000","Urban",3,"Virgin","60","Cable",54.166,62.672,47.651,3.009,3.15,3.017,12.233,0,13.467,0,1.838,0.339,2.572,0.529,17.048,"0.080%",18.296,"0.030%",301.04,357.469,1,0.38
"187","2120","0-385","",NA,"TalkTalk","20","DSL",8.26,10.135,8.486,0.75,0.915,0.763,47.622,0.001,47.538,0,14.747,0.696,5.172,0.645,33.287,"0.090%",29.906,"0.000%",1812.211,2069.439,0.54,NA
"188","2122","2563-5000","Rural",1,"BT","8","DSL",6.227,6.905,5.885,0.432,0.59,0.439,46.44,0,46.724,0.003,1.177,0.481,1.285,0.536,46.188,"0.150%",48.944,"0.190%",927.051,1004.522,NA,0.33
"189","2123","385-582","Urban",3,"Orange","20","DSL",12.086,12.27,12.047,1.3,1.438,1.292,30.622,0,34.176,0,0.955,0.431,NA,NA,21.958,"0.100%",22.238,"0.000%",430.955,414.462,0.58,0.47
"190","2127","582-763","Urban",3,"AOL","20","ADSL2+",14.208,14.633,14.224,0.799,0.859,0.801,27.469,0.002,28.09,0.002,0.606,0.486,0.658,0.596,19.301,"0.180%",19.927,"0.480%",899.905,792.997,NA,0.63
"191","2130","1367-1635","Urban",2,"TalkTalk","20","ADSL2+",6.263,8.253,6.447,0.879,0.979,0.87,34.341,0.001,34.761,0.002,0.858,0.776,1.021,0.927,38.356,"0.160%",38.832,"0.320%",1532.555,1154.091,1.19,0.43
"192","2131","763-946","Rural",1,"Plusnet","20","DSL",12.753,13.102,12.723,1.006,1.128,1.008,33.496,0.003,33.158,0.006,0.765,0.511,0.608,0.72,32.671,"0.080%",33.079,"0.530%",537.989,563.753,NA,NA
"193","2138","2563-5000","Rural",2,"Plusnet","20","DSL",1.255,1.433,1.261,0.362,0.459,0.363,36.096,0.004,36.035,0.008,0.706,0.772,0.716,0.933,34.799,"0.140%",36.423,"0.090%",3819.128,3874.397,1.19,0.36
"194","2145","1992-2563","Rural",1,"BT","8","DSL",6.243,6.743,5.815,0.388,0.447,0.385,46.24,0.001,46.663,0.002,0.85,0.497,0.848,0.731,45.211,"0.110%",45.382,"0.360%",1097.312,1348.716,NA,0.33
"195","2148","582-763","Rural",1,"TalkTalk","20","ADSL2+",15.326,16.112,15.04,0.887,1.007,0.862,28.767,0.007,28.678,0,1.114,0.536,1.251,1.083,19.3,"0.300%",19.314,"0.310%",401.684,396.722,NA,NA
"196","2154","1143-1367","Urban",3,"Orange","20","DSL",11.425,12.919,11.451,1.241,1.418,1.248,24.712,0,23.976,0.002,0.758,0.387,0.728,0.455,20.789,"0.100%",19.969,"0.060%",445.214,462.291,1.3,NA
"197","2157","2563-5000","Rural",2,"Sky","8","ADSL2+",1.518,1.901,1.279,0.502,0.687,0.531,45.792,0.036,56.489,0.088,1.159,1.527,1.073,2.242,44.788,"3.550%",56.505,"",4501.406,7740.336,NA,0.14
"198","2158","1992-2563","Urban",2,"Tiscali","20","DSL",4.278,4.882,4.278,1.045,1.241,1.04,34.484,0.002,34.061,0.016,0.455,0.364,0.486,0.413,32.682,"0.170%",32.914,"0.390%",990.147,987.529,1.19,0.21
"199","2164","5000+","Rural",1,"BT","8","DSL",1.892,2.352,1.892,0.39,0.492,0.387,46.614,0,47.37,0,1.421,0.633,1.267,0.655,47.373,"0.050%",47.086,"0.040%",3452.543,3466.435,NA,0.74
"200","2166","1635-1992","Rural",2,"TalkTalk","20","ADSL2+",8.544,9.285,8.458,0.741,0.967,0.737,27.842,0,28.107,0,0.818,0.566,1.248,0.68,33.01,"0.060%",33.255,"0.020%",802.099,868.644,1.19,0.5
"201","2173","1143-1367","Urban",3,"BT","8","DSL",6.146,6.254,6.132,0.371,0.429,0.371,9.752,0,9.811,0,0.854,0.33,0.751,0.409,8.555,"0.060%",9.801,"0.080%",1138.66,1361.843,0.94,0.52
"202","2176","5000+","Rural",1,"BT","8","DSL",6.407,7.058,6.141,0.409,0.59,0.396,13.263,0.001,13.754,0,0.649,0.255,0.833,0.519,12.022,"0.060%",14.371,"0.020%",685.315,742.489,NA,0.74
"203","2177","582-763","Urban",1,"BT","20","DSL",11.967,12.339,11.727,0.979,1.098,0.982,53.219,0.002,56.013,0,5.346,0.662,9.149,0.463,55.543,"0.200%",50.936,"0.180%",1062.738,1113.337,NA,NA
"204","2184","1635-1992","Urban",3,"BT","8","DSL",6.934,6.995,6.904,0.397,0.45,0.405,27.357,0,26.812,0,1.184,0.39,3.188,0.554,25.934,"0.010%",26.631,"0.040%",762.338,718.341,1.89,0.91
"205","2186","1635-1992","Urban",3,"Virgin","60","Cable",61.651,62.68,61.342,3.107,9.602,3.035,14.054,0.005,14.27,0,1.799,0.294,1.917,0.506,8.891,"0.480%",9.73,"1.090%",195.013,227.786,1,0.38
"206","2187","2563-5000","Urban",3,"Sky","20","ADSL2+",1.932,2.162,1.866,0.837,0.944,0.818,24.083,0.001,30.338,0.008,0.967,0.431,0.462,0.438,26.995,"0.350%",32.811,"0.330%",2689.008,2938.603,1.92,3.77
"207","2191","0-385","Urban",3,"TalkTalk","20","ADSL2+",15.392,16.058,15.357,0.843,0.907,0.827,35.534,0,35.836,0,0.648,0.512,0.707,0.783,26.815,"0.070%",27.699,"0.180%",509.382,636.528,0.54,0.49
"208","2194","1992-2563","Urban",3,"Sky","8","ADSL2+",4.233,5.243,4.194,0.687,0.771,0.692,35.637,0.001,33.893,0.002,0.784,0.473,0.955,0.443,35.32,"0.430%",34.792,"0.870%",1581.643,1560.137,NA,0.18
"209","2195","946-1143","Urban",2,"BT","20","DSL",6.071,6.253,6.136,1.049,1.147,1.053,13.791,0,13.414,0,0.413,0.29,0.406,0.389,13.404,"0.000%",13.333,"0.010%",619.1,613.673,0.73,0.34
"210","2208","2563-5000","Urban",3,"TalkTalk","20","ADSL2+",2.872,3.48,2.833,0.176,0.54,0.15,43.518,0.001,44.926,0,22.728,0.402,22.209,0.452,42.529,"0.790%",40.51,"1.540%",4016.367,4322.541,0.95,1.6
"211","2217","385-582","Urban",3,"Sky","20","ADSL2+",10.892,12.299,10.776,1.134,1.22,1.133,21.822,0.002,21.842,0,0.552,0.42,0.578,0.374,22.111,"0.750%",21.781,"0.700%",1213.521,985.775,0.62,NA
"212","2218","1635-1992","Urban",3,"TalkTalk","20","ADSL2+",1.688,2.003,1.639,0.659,0.827,0.641,38.605,0.008,41.377,0.002,1.414,0.717,1.667,1.066,43.8,"0.870%",47.239,"0.120%",3697.374,3801.337,1.19,1.47
"213","2219","1992-2563","Urban",3,"Virgin","60","Cable",50.82,62.88,45.824,2.727,3.099,2.765,40.344,0,42.473,0,15.881,0.437,16.399,1.207,25.186,"0.020%",NA,"",487.631,595.147,1,0.38
